HSHD_NUM,L,AGE_RANGE,MARITAL,INCOME_RANGE,HOMEOWNER,HSHD_COMPOSITION,HH_SIZE,CHILDREN
594,N,35-44                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
2148,Y,35-44                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
2225,N,35-44                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.14,1.24
2453,Y,35-44                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.14,1.24
183,Y,35-44                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
422,Y,35-44                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.14,1.24
1461,Y,35-44                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.14,1.24
3418,N,35-44                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.14,1.24
3904,Y,35-44                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
3314,Y,35-44                                                                                                                                                                                                   ,Single ,75-99K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,3.0,2.0
764,Y,35-44                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,2.0,1.0
2512,Y,35-44                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,2.14,1.24
2617,N,35-44                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,2.0,1.0
2011,Y,35-44                                                                                                                                                                                                   ,Single ,UNDER 35K                                                                                                                                                                                               ,Unknown,1 Adult and Kids ,2.0,1.0
2990,Y,35-44                                                                                                                                                                                                   ,Single ,UNDER 35K                                                                                                                                                                                               ,Homeowner,1 Adult and Kids ,2.0,1.0
4171,Y,35-44                                                                                                                                                                                                   ,Single ,UNDER 35K                                                                                                                                                                                               ,Unknown,1 Adult and Kids ,3.0,2.0
117,Y,45-54                                                                                                                                                                                                   ,Single ,150K+                                                                                                                                                                                                   ,Homeowner,1 Adult and Kids ,2.14,1.24
1301,Y,45-54                                                                                                                                                                                                   ,Single ,150K+                                                                                                                                                                                                   ,Renter   ,1 Adult and Kids ,2.0,1.0
2937,Y,45-54                                                                                                                                                                                                   ,Single ,150K+                                                                                                                                                                                                   ,Homeowner,1 Adult and Kids ,2.0,1.0
642,N,45-54                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
682,N,45-54                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,3.0,2.0
1120,Y,45-54                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
4272,Y,45-54                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Renter   ,1 Adult and Kids ,3.0,2.0
762,N,45-54                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Renter   ,1 Adult and Kids ,2.0,1.0
2175,Y,45-54                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,4.0,1.24
3820,Y,45-54                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
1729,Y,45-54                                                                                                                                                                                                   ,Single ,75-99K                                                                                                                                                                                                  ,Renter   ,1 Adult and Kids ,2.0,1.0
4293,Y,45-54                                                                                                                                                                                                   ,Single ,75-99K                                                                                                                                                                                                  ,Renter   ,1 Adult and Kids ,2.14,1.24
4457,N,45-54                                                                                                                                                                                                   ,Single ,75-99K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
1358,N,45-54                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,4.0,1.24
1532,Y,45-54                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,2.14,1.24
2143,Y,45-54                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,4.0,1.24
2573,Y,45-54                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,2.0,1.0
2921,N,45-54                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,4.0,1.24
2934,Y,45-54                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,3.0,2.0
4126,Y,45-54                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,2.0,1.0
4713,Y,45-54                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,2.14,1.24
845,Y,45-54                                                                                                                                                                                                   ,Single ,UNDER 35K                                                                                                                                                                                               ,Renter   ,1 Adult and Kids ,2.0,1.0
1015,Y,45-54                                                                                                                                                                                                   ,Single ,UNDER 35K                                                                                                                                                                                               ,Homeowner,1 Adult and Kids ,4.0,1.24
401,Y,55-64                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
1121,N,55-64                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
1631,Y,55-64                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
2780,Y,55-64                                                                                                                                                                                                   ,Single ,35-49K                                                                                                                                                                                                  ,Renter   ,1 Adult and Kids ,2.14,1.24
242,N,55-64                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Unknown,1 Adult and Kids ,2.0,1.0
2541,Y,55-64                                                                                                                                                                                                   ,Single ,50-74K                                                                                                                                                                                                  ,Homeowner,1 Adult and Kids ,2.0,1.0
1122,N,55-64                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,4.0,1.24
1924,Y,55-64                                                                                                                                                                                                   ,Single ,100-150K                                                                                                                                                                                                ,Homeowner,1 Adult and Kids ,4.0,1.24
525,Y,55-64                                                                                                                                                                                                   ,Single ,UNDER 35K                                                                                                                                                                                               ,Homeowner,1 Adult and Kids ,2.0,1.0
4778,Y,65-74                                                                                                                                                                                                   ,Single ,UNDER 35K                                                                                                                                                                                               ,Homeowner,1 Adult and Kids ,3.0,2.0
1473,Y,75+                                                                                                                                                                                                     ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3842,N,75+                                                                                                                                                                                                     ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
4453,N,75+                                                                                                                                                                                                     ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
2629,Y,75+                                                                                                                                                                                                     ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
2986,N,75+                                                                                                                                                                                                     ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,3.0,1.0
3603,Y,75+                                                                                                                                                                                                     ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,2.14,1.24
3635,Y,75+                                                                                                                                                                                                     ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,2.14,1.24
1904,Y,25-34                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
4774,Y,25-34                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
115,Y,35-44                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1795,Y,35-44                                                                                                                                                                                                   ,Unknown,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
2337,N,35-44                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
2685,N,35-44                                                                                                                                                                                                   ,Unknown,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
196,Y,35-44                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Renter   ,2 Adults and Kids,3.0,1.0
1441,Y,35-44                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1446,Y,35-44                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1786,N,35-44                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1797,N,35-44                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
3672,Y,35-44                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
99,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
1102,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1137,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
1565,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
1885,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3220,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
3523,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3614,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
4183,Y,35-44                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3411,Y,35-44                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,2.14,1.24
1080,Y,45-54                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,4.0,2.0
1750,Y,45-54                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,3.0,1.0
2102,Y,45-54                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,3.0,1.0
2433,Y,45-54                                                                                                                                                                                                   ,Unknown,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,3.0,1.0
2847,Y,45-54                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,4.0,2.0
3246,Y,45-54                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,3.0,1.0
3809,Y,45-54                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,4.0,2.0
4458,N,45-54                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,2.14,1.24
4506,Y,45-54                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,4.0,2.0
60,Y,45-54                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1195,Y,45-54                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1270,Y,45-54                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1492,Y,45-54                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Renter   ,2 Adults and Kids,3.0,1.0
2507,Y,45-54                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
801,Y,45-54                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
826,Y,45-54                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
984,Y,45-54                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
1873,Y,45-54                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
2454,N,45-54                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
3496,Y,45-54                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
3733,N,45-54                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
3739,Y,45-54                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
455,Y,45-54                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1937,Y,45-54                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
2639,Y,45-54                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3257,Y,45-54                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3993,Y,45-54                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
4766,Y,45-54                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
160,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,4.0,2.0
185,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
186,N,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
1234,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,2.14,1.24
1245,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,2.14,1.24
1573,N,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,2.14,1.24
1748,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Unknown,2 Adults and Kids,2.14,1.24
1963,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,2.14,1.24
3022,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,4.0,2.0
3111,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,2.14,1.24
3267,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,2.14,1.24
3964,Y,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
4909,N,45-54                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,4.0,2.0
789,Y,55-64                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,3.0,1.0
1020,Y,55-64                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,4.0,2.0
1265,Y,55-64                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,3.0,1.0
2371,Y,55-64                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,3.0,1.0
2429,Y,55-64                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,3.0,1.0
2874,Y,55-64                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Unknown,2 Adults and Kids,3.0,1.0
2938,Y,55-64                                                                                                                                                                                                   ,Married,150K+                                                                                                                                                                                                   ,Homeowner,2 Adults and Kids,4.0,2.0
184,Y,55-64                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Renter   ,2 Adults and Kids,3.0,1.0
590,Y,55-64                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1241,Y,55-64                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
2345,Y,55-64                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Renter   ,2 Adults and Kids,3.0,1.0
53,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
81,N,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
136,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
459,N,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
780,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
1205,N,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
1448,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
1526,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1990,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
2781,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
3358,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
3889,Y,55-64                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
92,Y,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
1187,Y,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
2391,N,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Renter   ,2 Adults and Kids,2.14,1.24
2519,Y,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
2997,Y,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3164,Y,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3247,N,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
3689,Y,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
4062,Y,55-64                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,4.0,2.0
29,Y,55-64                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
361,N,55-64                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
2822,Y,55-64                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,2.14,1.24
3060,Y,55-64                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
3474,N,55-64                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
605,N,55-64                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,3.0,1.0
3014,Y,55-64                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,4.0,2.0
3840,Y,55-64                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,4.0,2.0
631,Y,65-74                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
1709,Y,65-74                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
3755,N,65-74                                                                                                                                                                                                   ,Married,35-49K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,3.0,1.0
692,Y,65-74                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
2756,Y,65-74                                                                                                                                                                                                   ,Married,50-74K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
514,Y,65-74                                                                                                                                                                                                   ,Married,75-99K                                                                                                                                                                                                  ,Homeowner,2 Adults and Kids,2.14,1.24
916,N,65-74                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
3486,Y,65-74                                                                                                                                                                                                   ,Married,100-150K                                                                                                                                                                                                ,Homeowner,2 Adults and Kids,3.0,1.0
766,Y,65-74                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,3.0,1.0
1012,N,65-74                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,3.0,1.0
1373,Y,65-74                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,3.0,1.0
2232,N,65-74                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,3.0,1.0
2406,N,65-74                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,3.0,1.0
2654,Y,65-74                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,2.14,1.24
4857,Y,65-74                                                                                                                                                                                                   ,Married,UNDER 35K                                                                                                                                                                                               ,Homeowner,2 Adults and Kids,4.0,2.0
